match,teamInnings,battingPos,batsmanName,out/not_out,runs,balls,4s,6s,SR,match_id
Afghanistan Vs England,England,4,Ben Stokes,Out,2,4,0,0,50,T20I # 1840
Afghanistan Vs England,England,5,Liam Livingstone,Not Out,29,21,3,0,138.09,T20I # 1840
Afghanistan Vs England,England,6,Harry Brook,Out,7,6,0,0,116.66,T20I # 1840
Afghanistan Vs England,England,7,Moeen Ali,Not Out,8,10,0,0,80,T20I # 1840
Ireland Vs Sri Lanka,Ireland,1,Paul Stirling,Out,34,25,4,1,136,T20I # 1841
Ireland Vs Sri Lanka,Ireland,2,Andy Balbirnie(c),Out,1,5,0,0,20,T20I # 1841
Ireland Vs Sri Lanka,Ireland,3,Lorcan Tucker†,Out,10,11,1,0,90.9,T20I # 1841
Ireland Vs Sri Lanka,Ireland,4,Harry Tector,Out,45,42,2,1,107.14,T20I # 1841
Ireland Vs Sri Lanka,Ireland,5,Curtis Campher,Out,2,4,0,0,50,T20I # 1841
Ireland Vs Sri Lanka,Ireland,6,George Dockrell,Out,14,16,0,0,87.5,T20I # 1841
Ireland Vs Sri Lanka,Ireland,7,Gareth Delany,Out,9,6,1,0,150,T20I # 1841
Ireland Vs Sri Lanka,Ireland,8,Mark Adair,Out,0,1,0,0,0,T20I # 1841
Ireland Vs Sri Lanka,Ireland,9,Simi Singh,Not Out,7,8,1,0,87.5,T20I # 1841
Ireland Vs Sri Lanka,Ireland,10,Barry McCarthy,Not Out,2,2,0,0,100,T20I # 1841
Ireland Vs Sri Lanka,Sri Lanka,1,Kusal Mendis†,Not Out,68,43,5,3,158.13,T20I # 1841
Ireland Vs Sri Lanka,Sri Lanka,2,Dhananjaya de Silva,Out,31,25,2,1,124,T20I # 1841
Ireland Vs Sri Lanka,Sri Lanka,3,Charith Asalanka,Not Out,31,22,2,0,140.9,T20I # 1841
India Vs Pakistan,Pakistan,1,Mohammad Rizwan†,Out,4,12,1,0,33.33,T20I # 1842
India Vs Pakistan,Pakistan,2,Babar Azam(c),Out,0,1,0,0,0,T20I # 1842
India Vs Pakistan,Pakistan,3,Shan Masood,Not Out,52,42,5,0,123.8,T20I # 1842
India Vs Pakistan,Pakistan,4,Iftikhar Ahmed,Out,51,34,2,4,150,T20I # 1842
India Vs Pakistan,Pakistan,5,Shadab Khan,Out,5,6,1,0,83.33,T20I # 1842
India Vs Pakistan,Pakistan,6,Haider Ali,Out,2,4,0,0,50,T20I # 1842
India Vs Pakistan,Pakistan,7,Mohammad Nawaz,Out,9,6,2,0,150,T20I # 1842
India Vs Pakistan,Pakistan,8,Asif Ali,Out,2,3,0,0,66.66,T20I # 1842
India Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,Out,16,8,1,1,200,T20I # 1842
India Vs Pakistan,Pakistan,10,Haris Rauf,Not Out,6,4,0,1,150,T20I # 1842
India Vs Pakistan,India,1,KL Rahul,Out,4,8,0,0,50,T20I # 1842
India Vs Pakistan,India,2,Rohit Sharma(c),Out,4,7,0,0,57.14,T20I # 1842
India Vs Pakistan,India,3,Virat Kohli,Not Out,82,53,6,4,154.71,T20I # 1842
India Vs Pakistan,India,4,Suryakumar Yadav,Out,15,10,2,0,150,T20I # 1842
India Vs Pakistan,India,5,Axar Patel,Out,2,3,0,0,66.66,T20I # 1842
India Vs Pakistan,India,6,Hardik Pandya,Out,40,37,1,2,108.1,T20I # 1842
India Vs Pakistan,India,7,Dinesh Karthik†,Out,1,2,0,0,50,T20I # 1842
India Vs Pakistan,India,8,Ravichandran Ashwin,Not Out,1,1,0,0,100,T20I # 1842
Bangladesh Vs Netherlands,Bangladesh,1,Najmul Hossain Shanto,Out,25,20,4,0,125,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,2,Soumya Sarkar,Out,14,14,2,0,100,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,3,Litton Das,Out,9,11,0,0,81.81,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,4,Shakib Al Hasan(c),Out,7,9,0,0,77.77,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,5,Afif Hossain,Out,38,27,2,2,140.74,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,6,Yasir Ali,Out,3,5,0,0,60,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,7,Nurul Hasan†,Out,13,18,0,0,72.22,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,8,Mosaddek Hossain,Not Out,20,12,2,1,166.66,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,9,Taskin Ahmed,Out,0,1,0,0,0,T20I # 1843
Bangladesh Vs Netherlands,Bangladesh,10,Hasan Mahmud,Not Out,0,3,0,0,0,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,1,Vikramjit Singh,Out,0,1,0,0,0,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,2,Max O'Dowd,Out,8,8,0,1,100,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,3,Bas de Leede,Out,0,1,0,0,0,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,4,Colin Ackermann,Out,62,48,6,2,129.16,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,5,Tom Cooper,Out,0,0,0,0,-,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,6,Scott Edwards(c)†,Out,16,24,1,0,66.66,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,7,Tim Pringle,Out,1,6,0,0,16.66,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,8,Logan van Beek,Out,2,5,0,0,40,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,9,Shariz Ahmad,Out,9,8,1,0,112.5,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,10,Fred Klaassen,Not Out,7,6,0,0,116.66,T20I # 1843
Bangladesh Vs Netherlands,Netherlands,11,Paul van Meekeren,Out,24,14,3,1,171.42,T20I # 1843
South Africa Vs Zimbabwe,Zimbabwe,1,Regis Chakabva†,Out,8,8,0,1,100,T20I # 1844
South Africa Vs Zimbabwe,Zimbabwe,2,Craig Ervine(c),Out,2,6,0,0,33.33,T20I # 1844
South Africa Vs Zimbabwe,Zimbabwe,3,Sean Williams,Out,1,1,0,0,100,T20I # 1844
South Africa Vs Zimbabwe,Zimbabwe,4,Sikandar Raza,Out,0,2,0,0,0,T20I # 1844
South Africa Vs Zimbabwe,Zimbabwe,5,Wessly Madhevere,Not Out,35,18,4,1,194.44,T20I # 1844
South Africa Vs Zimbabwe,Zimbabwe,6,Milton Shumba,Out,18,20,2,0,90,T20I # 1844
South Africa Vs Zimbabwe,South Africa,1,Quinton de Kock†,Not Out,47,18,8,1,261.11,T20I # 1844
South Africa Vs Zimbabwe,South Africa,2,Temba Bavuma(c),Not Out,2,2,0,0,100,T20I # 1844
Australia Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,Out,40,45,2,0,88.88,T20I # 1845
Australia Vs Sri Lanka,Sri Lanka,2,Kusal Mendis†,Out,5,6,1,0,83.33,T20I # 1845
Australia Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,Out,26,23,3,0,113.04,T20I # 1845
Australia Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,Not Out,38,25,3,2,152,T20I # 1845
Australia Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,Out,7,5,1,0,140,T20I # 1845
Australia Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka(c),Out,3,5,0,0,60,T20I # 1845
Australia Vs Sri Lanka,Sri Lanka,7,Wanindu Hasaranga de Silva,Out,1,4,0,0,25,T20I # 1845
Australia Vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne,Not Out,14,7,2,0,200,T20I # 1845
Australia Vs Sri Lanka,Australia,1,David Warner,Out,11,10,0,0,110,T20I # 1845
Australia Vs Sri Lanka,Australia,2,Aaron Finch(c),Not Out,31,42,0,1,73.8,T20I # 1845
Australia Vs Sri Lanka,Australia,3,Mitchell Marsh,Out,17,17,1,1,100,T20I # 1845
Australia Vs Sri Lanka,Australia,4,Glenn Maxwell,Out,23,12,2,2,191.66,T20I # 1845
Australia Vs Sri Lanka,Australia,5,Marcus Stoinis,Not Out,59,18,4,6,327.77,T20I # 1845
England Vs Ireland,Ireland,1,Paul Stirling,Out,14,8,1,1,175,T20I # 1846
England Vs Ireland,Ireland,2,Andy Balbirnie(c),Out,62,47,5,2,131.91,T20I # 1846
England Vs Ireland,Ireland,3,Lorcan Tucker†,Out,34,27,3,1,125.92,T20I # 1846
England Vs Ireland,Ireland,4,Harry Tector,Out,0,2,0,0,0,T20I # 1846
England Vs Ireland,Ireland,5,Curtis Campher,Out,18,11,3,0,163.63,T20I # 1846
England Vs Ireland,Ireland,6,George Dockrell,Out,0,1,0,0,0,T20I # 1846
England Vs Ireland,Ireland,7,Gareth Delany,Not Out,12,10,1,0,120,T20I # 1846
England Vs Ireland,Ireland,8,Mark Adair,Out,4,4,0,0,100,T20I # 1846
England Vs Ireland,Ireland,9,Barry McCarthy,Out,3,3,0,0,100,T20I # 1846
England Vs Ireland,Ireland,10,Fionn Hand,Out,1,2,0,0,50,T20I # 1846
England Vs Ireland,Ireland,11,Josh Little,Out,0,1,0,0,0,T20I # 1846
England Vs Ireland,England,1,Jos Buttler(c)†,Out,0,2,0,0,0,T20I # 1846
England Vs Ireland,England,2,Alex Hales,Out,7,5,1,0,140,T20I # 1846
England Vs Ireland,England,3,Dawid Malan,Out,35,37,2,0,94.59,T20I # 1846
England Vs Ireland,England,4,Ben Stokes,Out,6,8,0,0,75,T20I # 1846
England Vs Ireland,England,5,Harry Brook,Out,18,21,1,0,85.71,T20I # 1846
England Vs Ireland,England,6,Moeen Ali,Not Out,24,12,3,1,200,T20I # 1846
England Vs Ireland,England,7,Liam Livingstone,Not Out,1,2,0,0,50,T20I # 1846
Bangladesh Vs South Africa,South Africa,1,Temba Bavuma(c),Out,2,6,0,0,33.33,T20I # 1847
Bangladesh Vs South Africa,South Africa,2,Quinton de Kock†,Out,63,38,7,3,165.78,T20I # 1847
Bangladesh Vs South Africa,South Africa,3,Rilee Rossouw,Out,109,56,7,8,194.64,T20I # 1847
Bangladesh Vs South Africa,South Africa,4,Tristan Stubbs,Out,7,7,1,0,100,T20I # 1847
Bangladesh Vs South Africa,South Africa,5,Aiden Markram,Out,10,11,1,0,90.9,T20I # 1847
Bangladesh Vs South Africa,South Africa,6,David Miller,Not Out,2,4,0,0,50,T20I # 1847
Bangladesh Vs South Africa,South Africa,7,Wayne Parnell,Not Out,0,2,0,0,0,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,1,Najmul Hossain Shanto,Out,9,9,1,0,100,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,2,Soumya Sarkar,Out,15,6,0,2,250,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,3,Litton Das,Out,34,31,1,1,109.67,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,4,Shakib Al Hasan(c),Out,1,4,0,0,25,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,5,Afif Hossain,Out,1,5,0,0,20,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,6,Mehidy Hasan Miraz,Out,11,13,0,0,84.61,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,7,Mosaddek Hossain,Out,0,3,0,0,0,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,8,Nurul Hasan†,Out,2,6,0,0,33.33,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,9,Taskin Ahmed,Out,10,17,1,0,58.82,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,10,Hasan Mahmud,Out,0,2,0,0,0,T20I # 1847
Bangladesh Vs South Africa,Bangladesh,11,Mustafizur Rahman,Not Out,9,3,0,1,300,T20I # 1847
India Vs Netherlands,India,1,KL Rahul,Out,9,12,1,0,75,T20I # 1848
India Vs Netherlands,India,2,Rohit Sharma(c),Out,53,39,4,3,135.89,T20I # 1848
India Vs Netherlands,India,3,Virat Kohli,Not Out,62,44,3,2,140.9,T20I # 1848
India Vs Netherlands,India,4,Suryakumar Yadav,Not Out,51,25,7,1,204,T20I # 1848
India Vs Netherlands,Netherlands,1,Vikramjit Singh,Out,1,9,0,0,11.11,T20I # 1848
India Vs Netherlands,Netherlands,2,Max O'Dowd,Out,16,10,3,0,160,T20I # 1848
India Vs Netherlands,Netherlands,3,Bas de Leede,Out,16,23,0,0,69.56,T20I # 1848
India Vs Netherlands,Netherlands,4,Colin Ackermann,Out,17,21,1,0,80.95,T20I # 1848
India Vs Netherlands,Netherlands,5,Tom Cooper,Out,9,12,0,0,75,T20I # 1848
India Vs Netherlands,Netherlands,6,Scott Edwards(c)†,Out,5,8,0,0,62.5,T20I # 1848
India Vs Netherlands,Netherlands,7,Tim Pringle,Out,20,15,1,1,133.33,T20I # 1848
India Vs Netherlands,Netherlands,8,Logan van Beek,Out,3,5,0,0,60,T20I # 1848
India Vs Netherlands,Netherlands,9,Shariz Ahmad,Not Out,16,11,2,0,145.45,T20I # 1848
India Vs Netherlands,Netherlands,10,Fred Klaassen,Out,0,1,0,0,0,T20I # 1848
India Vs Netherlands,Netherlands,11,Paul van Meekeren,Not Out,14,6,3,0,233.33,T20I # 1848
Pakistan Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,Out,17,13,3,0,130.76,T20I # 1849
Pakistan Vs Zimbabwe,Zimbabwe,2,Craig Ervine(c),Out,19,19,2,0,100,T20I # 1849
Pakistan Vs Zimbabwe,Zimbabwe,3,Milton Shumba,Out,8,10,1,0,80,T20I # 1849
Pakistan Vs Zimbabwe,Zimbabwe,4,Sean Williams,Out,31,28,3,0,110.71,T20I # 1849
Pakistan Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,Out,9,16,1,0,56.25,T20I # 1849
Pakistan Vs Zimbabwe,Zimbabwe,6,Regis Chakabva†,Out,0,1,0,0,0,T20I # 1849
Pakistan Vs Zimbabwe,Zimbabwe,7,Ryan Burl,Not Out,10,15,0,0,66.66,T20I # 1849
Pakistan Vs Zimbabwe,Zimbabwe,8,Luke Jongwe,Out,0,1,0,0,0,T20I # 1849
Pakistan Vs Zimbabwe,Zimbabwe,9,Brad Evans,Out,19,15,0,1,126.66,T20I # 1849
Pakistan Vs Zimbabwe,Zimbabwe,10,Richard Ngarava,Not Out,3,2,0,0,150,T20I # 1849
Pakistan Vs Zimbabwe,Pakistan,1,Mohammad Rizwan†,Out,14,16,1,1,87.5,T20I # 1849
Pakistan Vs Zimbabwe,Pakistan,2,Babar Azam(c),Out,4,9,1,0,44.44,T20I # 1849
Pakistan Vs Zimbabwe,Pakistan,3,Shan Masood,Out,44,38,3,0,115.78,T20I # 1849
Pakistan Vs Zimbabwe,Pakistan,4,Iftikhar Ahmed,Out,5,10,1,0,50,T20I # 1849
Pakistan Vs Zimbabwe,Pakistan,5,Shadab Khan,Out,17,14,0,1,121.42,T20I # 1849
Pakistan Vs Zimbabwe,Pakistan,6,Haider Ali,Out,0,1,0,0,0,T20I # 1849
Pakistan Vs Zimbabwe,Pakistan,7,Mohammad Nawaz,Out,22,18,1,1,122.22,T20I # 1849
Pakistan Vs Zimbabwe,Pakistan,8,Mohammad Wasim,Not Out,12,13,2,0,92.3,T20I # 1849
Pakistan Vs Zimbabwe,Pakistan,9,Shaheen Shah Afridi,Out,1,1,0,0,100,T20I # 1849
New Zealand Vs Sri Lanka,New Zealand,1,Finn Allen,Out,1,3,0,0,33.33,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,2,Devon Conway†,Out,1,4,0,0,25,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,3,Kane Williamson(c),Out,8,13,1,0,61.53,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,4,Glenn Phillips,Out,104,64,10,4,162.5,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,5,Daryl Mitchell,Out,22,24,0,0,91.66,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,6,James Neesham,Out,5,8,0,0,62.5,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,7,Mitchell Santner,Not Out,11,5,0,1,220,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,8,Ish Sodhi,Out,1,1,0,0,100,T20I # 1850
New Zealand Vs Sri Lanka,New Zealand,9,Tim Southee,Not Out,4,1,1,0,400,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka,Out,0,5,0,0,0,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,2,Kusal Mendis†,Out,4,3,1,0,133.33,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva,Out,0,3,0,0,0,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,Out,4,8,0,0,50,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa,Out,34,22,3,2,154.54,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,6,Chamika Karunaratne,Out,3,8,0,0,37.5,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,7,Dasun Shanaka(c),Out,35,32,4,1,109.37,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,8,Wanindu Hasaranga de Silva,Out,4,6,1,0,66.66,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,9,Maheesh Theekshana,Out,0,3,0,0,0,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,10,Kasun Rajitha,Not Out,8,21,0,0,38.09,T20I # 1850
New Zealand Vs Sri Lanka,Sri Lanka,11,Lahiru Kumara,Out,4,5,1,0,80,T20I # 1850
Bangladesh Vs Zimbabwe,Bangladesh,1,Najmul Hossain Shanto,Out,71,55,7,1,129.09,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,2,Soumya Sarkar,Out,0,2,0,0,0,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,3,Litton Das,Out,14,12,3,0,116.66,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,4,Shakib Al Hasan(c),Out,23,20,1,0,115,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,5,Afif Hossain,Out,29,19,1,1,152.63,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,6,Mosaddek Hossain,Out,7,10,0,0,70,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,7,Nurul Hasan†,Out,1,1,0,0,100,T20I # 1851
Bangladesh Vs Zimbabwe,Bangladesh,8,Yasir Ali,Not Out,1,1,0,0,100,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,Out,4,3,1,0,133.33,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,2,Craig Ervine(c),Out,8,7,2,0,114.28,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,3,Milton Shumba,Out,8,15,1,0,53.33,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,4,Sean Williams,Out,64,42,8,0,152.38,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,Out,0,3,0,0,0,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,6,Regis Chakabva†,Out,15,19,0,0,78.94,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,7,Ryan Burl,Not Out,27,25,2,1,108,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,8,Brad Evans,Out,2,2,0,0,100,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,Out,6,3,0,1,200,T20I # 1851
Bangladesh Vs Zimbabwe,Zimbabwe,10,Blessing Muzarabani,Not Out,0,2,0,0,0,T20I # 1851
Netherlands Vs Pakistan,Netherlands,1,Stephan Myburgh,Out,6,11,1,0,54.54,T20I # 1852
Netherlands Vs Pakistan,Netherlands,2,Max O'Dowd,Out,8,13,0,0,61.53,T20I # 1852
Netherlands Vs Pakistan,Netherlands,3,Bas de Leede,Out,6,16,1,0,37.5,T20I # 1852
Netherlands Vs Pakistan,Netherlands,4,Tom Cooper,Out,1,2,0,0,50,T20I # 1852
Netherlands Vs Pakistan,Netherlands,5,Colin Ackermann,Out,27,27,2,0,100,T20I # 1852
Netherlands Vs Pakistan,Netherlands,6,Scott Edwards(c)†,Out,15,20,1,0,75,T20I # 1852
Netherlands Vs Pakistan,Netherlands,7,Roelof van der Merwe,Out,5,6,0,0,83.33,T20I # 1852
Netherlands Vs Pakistan,Netherlands,8,Tim Pringle,Out,5,8,0,0,62.5,T20I # 1852
Netherlands Vs Pakistan,Netherlands,9,Logan van Beek,Not Out,6,9,0,0,66.66,T20I # 1852
Netherlands Vs Pakistan,Netherlands,10,Fred Klaassen,Out,0,1,0,0,0,T20I # 1852
Netherlands Vs Pakistan,Netherlands,11,Paul van Meekeren,Out,7,7,0,0,100,T20I # 1852
Netherlands Vs Pakistan,Pakistan,1,Mohammad Rizwan†,Out,49,39,5,0,125.64,T20I # 1852
Netherlands Vs Pakistan,Pakistan,2,Babar Azam(c),Out,4,5,1,0,80,T20I # 1852
Netherlands Vs Pakistan,Pakistan,3,Fakhar Zaman,Out,20,16,3,0,125,T20I # 1852
Netherlands Vs Pakistan,Pakistan,4,Shan Masood,Out,12,16,0,0,75,T20I # 1852
Netherlands Vs Pakistan,Pakistan,5,Iftikhar Ahmed,Not Out,6,5,0,0,120,T20I # 1852
Netherlands Vs Pakistan,Pakistan,6,Shadab Khan,Not Out,4,2,1,0,200,T20I # 1852
India Vs South Africa,India,1,KL Rahul,Out,9,14,0,1,64.28,T20I # 1853
India Vs South Africa,India,2,Rohit Sharma(c),Out,15,14,1,1,107.14,T20I # 1853
India Vs South Africa,India,3,Virat Kohli,Out,12,11,2,0,109.09,T20I # 1853
India Vs South Africa,India,4,Suryakumar Yadav,Out,68,40,6,3,170,T20I # 1853
India Vs South Africa,India,5,Deepak Hooda,Out,0,3,0,0,0,T20I # 1853
India Vs South Africa,India,6,Hardik Pandya,Out,2,3,0,0,66.66,T20I # 1853
India Vs South Africa,India,7,Dinesh Karthik†,Out,6,15,0,0,40,T20I # 1853
India Vs South Africa,India,8,Ravichandran Ashwin,Out,7,11,0,0,63.63,T20I # 1853
India Vs South Africa,India,9,Bhuvneshwar Kumar,Not Out,4,6,0,0,66.66,T20I # 1853
India Vs South Africa,India,10,Mohammed Shami,Out,0,2,0,0,0,T20I # 1853
India Vs South Africa,India,11,Arshdeep Singh,Not Out,2,1,0,0,200,T20I # 1853
India Vs South Africa,South Africa,1,Quinton de Kock†,Out,1,3,0,0,33.33,T20I # 1853
India Vs South Africa,South Africa,2,Temba Bavuma(c),Out,10,15,0,1,66.66,T20I # 1853
India Vs South Africa,South Africa,3,Rilee Rossouw,Out,0,2,0,0,0,T20I # 1853
India Vs South Africa,South Africa,4,Aiden Markram,Out,52,41,6,1,126.82,T20I # 1853
India Vs South Africa,South Africa,5,David Miller,Not Out,59,46,4,3,128.26,T20I # 1853
India Vs South Africa,South Africa,6,Tristan Stubbs,Out,6,6,1,0,100,T20I # 1853
India Vs South Africa,South Africa,7,Wayne Parnell,Not Out,2,5,0,0,40,T20I # 1853
Australia Vs Ireland,Australia,1,David Warner,Out,3,7,0,0,42.85,T20I # 1855
Australia Vs Ireland,Australia,2,Aaron Finch(c),Out,63,44,5,3,143.18,T20I # 1855
Australia Vs Ireland,Australia,3,Mitchell Marsh,Out,28,22,2,2,127.27,T20I # 1855
Australia Vs Ireland,Australia,4,Glenn Maxwell,Out,13,9,0,1,144.44,T20I # 1855
Australia Vs Ireland,Australia,5,Marcus Stoinis,Out,35,25,3,1,140,T20I # 1855
Australia Vs Ireland,Australia,6,Tim David,Not Out,15,10,2,0,150,T20I # 1855
Australia Vs Ireland,Australia,7,Matthew Wade†,Not Out,7,3,1,0,233.33,T20I # 1855
Australia Vs Ireland,Ireland,1,Paul Stirling,Out,11,7,1,1,157.14,T20I # 1855
Australia Vs Ireland,Ireland,2,Andy Balbirnie(c),Out,6,7,0,1,85.71,T20I # 1855
Australia Vs Ireland,Ireland,3,Lorcan Tucker†,Not Out,71,48,9,1,147.91,T20I # 1855
Australia Vs Ireland,Ireland,4,Harry Tector,Out,6,4,1,0,150,T20I # 1855
Australia Vs Ireland,Ireland,5,Curtis Campher,Out,0,1,0,0,0,T20I # 1855
Australia Vs Ireland,Ireland,6,George Dockrell,Out,0,4,0,0,0,T20I # 1855
Australia Vs Ireland,Ireland,7,Gareth Delany,Out,14,10,2,0,140,T20I # 1855
